Chapter,Verse Number,Verse,Translation
2,31,नागहारं ददौ तस्यै धत्ते यः पृथिवीमिमाम् ।अन्यैरपि सुरैर्देवी भूषणैरायुधैस्तथा॥,"Śeṣa, the lord of serpents, who supports this earth, gave Her a garland of snakes, adorned with precious gems."
2,32,सम्मानिता ननादोच्चैः साट्टहासं मुहुर्मुहुः ।तस्या नादेन घोरेण कृत्स्नमापूरितं नभः॥,"Honored also by the other gods with adornments and weapons, the Devī laughed thunderously and defiantly again and again."
2,33,अमायतातिमहता प्रतिशब्दो महानभूत् ।चुक्षुभुः सकला लोकाः समुद्राश्च चकम्पिरे॥,"She filled the entire sky with Her terrible roar, and from the immeasurable din a great echo resounded."
2,34,चचाल वसुधा चेलुः सकलाश्च महीधराः ।जयेति देवाश्च मुदा तामूचुः सिंहवाहिनीम्॥,"All the worlds shook, and the oceans churned. The earth quaked, and the mountains heaved."
2,35,तुष्टुवुर्मुनयश्चैनां भक्तिनम्रात्ममूर्तयः ।दृष्ट्वा समस्तं सङ्क्षुब्धं त्रैलोक्यममरारयः॥,"In joy the gods exclaimed, ‘Victory! ’ to the lion-mounted Devī; and with bodies bowed in devotion, the sages praised Her."
2,36,सन्नद्धाखिलसैन्यास्ते समुत्तस्थुरुदायुधाः ।आः किमेतदिति क्रोधादाभाष्य महिषासुरः॥,"When the enemies of the gods saw the three worlds in upheaval, they readied all their forces for battle and rose up as one, with weapons held high."
2,37,अभ्यधावत तं शब्दमशेषैरसुरैर्वृतः ।स ददर्श ततो देवीं व्याप्तलोकत्रयां त्विषा॥,"‘Aha! What is this?’ Mahiṣāsura bellowed in wrath. Surrounded by countless asuras, he rushed toward the sound"
2,38,पादाक्रान्त्या नतभुवं किरीटोल्लिखिताम्बराम् ।क्षोभिताशेषपातालां धनुर्ज्यानिःस्वनेन ताम्॥,"and then beheld the Devī, who pervaded the three worlds with Her radiance, bending the earth under Her tread, scraping the sky with Her diadem,"
2,39,दिशो भुजसहस्रेण समन्ताद्व्याप्य संस्थिताम् ।ततः प्रववृते युद्धं तया देव्या सुरद्विषाम्॥,"shaking all the nether regions with the resonance of Her bowstring, and standing there, penetrating every direction with Her thousand arms."
2,40,शस्त्रास्त्रैर्बहुधा मुक्तैरादीपितदिगन्तरम् ।महिषासुरसेनानीश्चिक्षुराख्यो महासुरः॥,"Thereupon, the battle began between the Devī and the enemies of the gods. Swords and missiles, hurled in every direction, lit up the quarters of the sky."
2,41,युयुधे चामरश्चान्यैश्चतुरङ्गबलान्वितः ।रथानामयुतैः षड्भिरुदग्राख्यो महासुरः॥,"Mahiṣāsura’s general, the great asura named Cikṣura, battled there, and Cāmara led cavalry, charioteers, elephant-drivers, and foot soldiers."
2,42,अयुध्यतायुतानां च सहस्रेण महाहनुः ।पञ्चाशद्भिश्च नियुतैरसिलोमा महासुरः॥,"The great asura called Udagra commanded sixty thousand chariots, Mahāhanu gave battle with his ten million,"
